Id,Label,names,pageranks
286686,,"Ross, Ohio",0.000018
287155,,"Lithopolis, Ohio",0.000018
929276,,Midi-Pyrnes,0.000163
1300414,,Robert Crumb,0.000045
287555,,"Troxelville, Pennsylvania",0.000018
288301,,Porterfield,0.000018
288550,,"Washita, Oklahoma",0.000018
289318,,Frederick C. Finkle,0.000018
386788,,Johnny Bench,0.000064
1180155,,The Isley Brothers,0.000114
289520,,Larry Smith (puppeteer),0.000027
289761,,Laughing Whitefish River,0.000018
291086,,"Libertyville, Illinois",0.000019
321690,,WGN-TV,0.000116
1387016,,"Fox Lake, Illinois",0.000026
1785430,,Burial sites of European monarchs,0.00002
291106,,"Zion, Illinois",0.000018
291628,,Port Washington Branch,0.000018
1180008,,The Velvet Underground,0.000141
1518738,,Restrictive covenant,0.00002
291896,,"Stony Brook, New York",0.000023
291987,,"Huntington, New York",0.000064
292096,,"East Northport, New York",0.000022
823978,,Jack Kerouac,0.000101
1130117,,All My Children,0.000054
1503532,,Evita (musical),0.000085
292065,,Peconic River,0.000018
292189,,Sag Harbor Branch,0.000018
292199,,"Bridgehampton, New York",0.000027
1163561,,Regis Philbin,0.000112
293997,,Jack Mormon,0.000028
600034,,The Monkey Wrench Gang,0.000059
1073368,,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,0.00004
1164902,,Promised Land (TV series),0.000055
294378,,Orson Pratt,0.000034
294878,,Seer stone (Latter Day Saints),0.000018
294961,,Rocky Anderson,0.000018
295700,,Now That's What I Call Music! 20 (South African series),0.000018
297845,,"Corunna, Indiana",0.000018
298251,,"Hamilton County, Indiana",0.000018
299272,,KBEV (TV),0.000026
299792,,White Shoal Light (Michigan),0.000018
300969,,Kyle Bornheimer,0.000019
301542,,David Markus,0.000018
301879,,Dean Skelos,0.000018
305110,,George Pataki,0.000068
301951,,Molly Brant,0.000018
302294,,"Larchmont, New York",0.000018
1401921,,John Jay,0.000173
302743,,"New York state election, 1912",0.000018
1404678,,Columbia Law School,0.000073
303053,,"Stamford (town), New York",0.000018
303193,,"Fort Ann (town), New York",0.000018
303399,,"Sanford, New York",0.000018
303701,,"New Hudson, New York",0.000018
1005295,,New York Red Bulls,0.000121
1163768,,List of people from New York,0.000077
1537588,,Stony Brook University,0.000082
1652090,,Fish and chips,0.000038
304408,,1930 state highway renumbering (New York),0.000029
304415,,U.S. Route 20A (New York),0.000018
304428,,New York State Route 146,0.000018
304472,,New York State Route 29,0.000018
304620,,Clark Reservation State Park,0.000018
304745,,"Plattsburgh (city), New York",0.00002
1645739,,Bombardier Transportation,0.000049
305048,,"New York state elections, 2008",0.000018
1184559,,Daily News (New York),0.00027
305660,,"Rossie, New York",0.000018
305700,,List of reference routes in New York,0.000018
306454,,WBER,0.000018
1179920,,Talking Heads,0.000094
306551,,"National Register of Historic Places listings in Albany, New York",0.000018
307104,,Mount Clemenceau,0.000018
307839,,"George W. Smith House (Oak Park, Illinois)",0.000018
308467,,Patton (disambiguation),0.000018
1402754,,Paul E. Patton,0.000034
308498,,Cook County Jail,0.000076
308646,,Peru State College,0.000018
309279,,"Port Discovery, Washington",0.000018
1177535,,Duff McKagan,0.00006
310041,,Lynn Shelton,0.000019
1061816,,2009 in film,0.000046
310136,,Skagit River,0.000018
311466,,Boston and Albany Railroad,0.000024
310728,,HDB/Cram and Ferguson,0.000018
310765,,Boston Street Railway Association,0.000018
311048,,Bunker Hill Monument,0.000018
311291,,500 Boylston Street,0.000018
312106,,Thomas Ray Hamer,0.000018
312635,,William W. Upton,0.000018
312921,,George A. Steel,0.000018
313114,,"Arlington, Oregon",0.000018
313127,,"Greenhorn, Oregon",0.000018
313325,,Portland State University,0.000023
313455,,Cascadia (independence movement),0.000018
313952,,"Hood River, Oregon",0.000024
314626,,"Wishram, Washington",0.000018
314640,,Columbia Plateau,0.000019
314803,,National Park Service rustic,0.000018
315263,,"Fort Ransom, North Dakota",0.000018
315369,,"Sarles, North Dakota",0.000018
315417,,"Elliott, North Dakota",0.000018
316261,,"Belington, West Virginia",0.000018
316815,,"Shepherdstown, West Virginia",0.000018
317373,,"Huntington, West Virginia",0.000027
317444,,Curtis Bill Pepper,0.000018
318787,,Skip Humphrey,0.000018
319613,,Marvin R. Baxter,0.000018
319865,,National Association of Cambodian Scouts,0.000018
319882,,J. S. Wilson,0.000023
320051,,History of merit badges (Boy Scouts of America),0.000018
320159,,UMB Financial Corporation,0.000018
320521,,Apothecaries' system,0.000018
320943,,KBLN,0.000018
321295,,LATV,0.000022
321347,,WDAY-TV,0.000018
321871,,1080i,0.000479
1038367,,Red Dwarf,0.000083
1170010,,Tucker Carlson,0.000058
1425304,,Corporation for Public Broadcasting,0.000075
321536,,Fisher Communications,0.000021
321742,,MeTV,0.00004
321946,,16:9,0.00034
386128,,Lou Boudreau,0.000022
1164400,,Curb Your Enthusiasm,0.000096
1060514,,Metro-Goldwyn-Mayer,0.000422
321757,,Very high frequency,0.000129
321800,,WHEC-TV,0.000018
321849,,List of Fox television affiliates (by U.S. state),0.000056
1740635,,Xbox 360,0.000704
1038733,,Channel 5 (UK),0.000065
1058671,,Disney,0.000286
1376618,,Cartoon Network,0.000174
321953,,Digital television transition in the United States,0.000018
321954,,The Daily Buzz,0.000019
322561,,Breakfast television,0.000027
606279,,Rupert Murdoch,0.000578
1164514,,ABC Family,0.000162
1169260,,Women in Prison (TV series),0.000056
321979,,WOAI-TV,0.000018
322025,,PM Magazine,0.000026
322099,,List of local children's television series (United States),0.000039
358490,,Popeye,0.00013
322156,,WVUE-DT,0.000032
322367,,KFDM,0.000018
519939,,GMA Network,0.000202
520418,,Associated Broadcasting Company,0.000135
322563,,HLN (TV channel),0.000025
521249,,Intercontinental Broadcasting Corporation,0.00003
900918,,Canale 5,0.000023
1161253,,Graveyard slot,0.000027
1744834,,Nippon Television,0.000094
386770,,Joe Carter,0.000101
322824,,Ira Joe Fisher,0.000021
322950,,Lynda Lopez,0.00003
323346,,California Connected,0.000018
323583,,Franklin Planner,0.000018
324030,,"Friesland, Minnesota",0.000018
324248,,Shadow Wolves,0.000018
325277,,Saucony,0.000018
325347,,Hatfield Quality Meats,0.000018
325561,,Curtis Bok,0.000018
326351,,Louis Wernwag,0.000018
326406,,George School,0.000041
1061204,,George Segal,0.000107
326600,,Mark Pinsky,0.000018
326730,,"Cheney, Washington",0.000018
327294,,WSKE,0.000018
327806,,"Nelson County, Kentucky",0.000018
329089,,Tower Records,0.000029
1182471,,Gang Starr,0.000105
1495182,,Yo-Yo Ma,0.000032
329377,,Outlawz,0.000018
330212,,Andrew C. Hecht,0.000018
330479,,KWKR,0.000018
330520,,Freeman,0.000018
542077,,"Freeman Freeman-Thomas, 1st Marquess of Willingdon",0.000112
331437,,Dumont de Montigny,0.000018
331577,,Emile Lamm,0.000018
331788,,"Abita Springs, Louisiana",0.000018
331951,,Entergy Tower,0.000018
975719,,Pre Lachaise Cemetery,0.000134
1063216,,New York dialect,0.000164
1183113,,Juvenile (rapper),0.000045
1183728,,Lil Wayne,0.000131
332053,,Louisiana Rebellion of 1768,0.000018
332446,,Jeff Landry,0.000018
332500,,James H. Morrison,0.000018
332513,,Raymond Laborde,0.000019
332567,,Adras LaBorde,0.00002
332879,,"Joe D. Smith, Jr.",0.000019
332661,,Edith Killgore Kirkpatrick,0.000018
332742,,Fred S. LeBlanc,0.000018
333063,,Troyce Guice,0.000018
807534,,Stock,0.000441
333332,,Helena Moreno,0.000018
543744,,Press Complaints Commission,0.000248
1219453,,Asahi Shimbun,0.000218
333925,,Audit Bureau of Circulations (North America),0.000105
336897,,Michael C. Carlos Museum,0.000044
1061363,,Driving Miss Daisy,0.000128
335161,,"Buford, Georgia",0.000018
973464,,Ralston College,0.000041
1113901,,US Airways,0.000107
335345,,"Eastside High School (Covington, Georgia)",0.000018
335652,,"Carl, Georgia",0.000018
335724,,Lincoln County School District (Georgia),0.000018
335785,,Georgia State Route 32,0.000018
335842,,Historic Chattahoochee Commission,0.000018
336274,,Kasim Reed,0.000023
337101,,Joseph LeConte,0.000026
337336,,"Resaca, Georgia",0.000018
337412,,Young Harris College,0.00002
1595902,,Trisha Yearwood,0.000051
337846,,Red Tail Project,0.000018
337996,,William Rand (printer),0.000018
338148,,"Mark West Springs, California",0.000018
339157,,Howard B. Bard,0.000018
340198,,Elaine Miles,0.000018
1062101,,Screen Actors Guild,0.000141
340364,,H. H. Bennett Studio,0.000018
341247,,List of ethnic slurs,0.000018
1328871,,Jockey,0.000151
341759,,Je Tsongkhapa,0.000018
341821,,Kalachakra,0.000026
341930,,Beru Khyentse Rinpoche,0.000022
341917,,Shamarpa,0.000018
1711365,,Kathmandu,0.000136
342146,,Precept,0.000018
342417,,Siddhartha (novel),0.000018
342571,,Houn Jiyu-Kennett,0.000021
343068,,Kostas Sommer,0.000018
343854,,Bubbles Yablonsky,0.000018
343913,,Don Cunningham,0.000018
344047,,Pennsylvania Route 274,0.000018
344720,,Mount Minsi,0.000018
345178,,"Amwell Township, Washington County, Pennsylvania",0.000018
345455,,Dankerode,0.000018
346951,,History of Denmark,0.000043
911230,,Tom Kristensen,0.000056
915332,,Electric vehicle,0.000118
1322134,,Thomas Bjrn,0.000048
1097043,,Ecclesiastical province,0.000374
347810,,Carn Brea,0.000043
347829,,St Erth,0.000018
1114060,,Exeter International Airport,0.000048
1241097,,Luke Vibert,0.000043
348115,,Manor of Alverton,0.000018
1142941,,Edward II of England,0.000274
348376,,Little Shelford,0.000018
348446,,"March, Cambridgeshire",0.000018
348551,,Broomley,0.000018
349012,,Levin (surname),0.000018
349082,,Hans Sloane,0.000053
349417,,Nancy Tyson Burbidge,0.000027
1476407,,Poaceae,0.000334
349598,,Leonhart Fuchs,0.00015
349694,,List of botanists by author abbreviation,0.000061
512382,,Johann Reinhold Forster,0.000027
799499,,Elias Magnus Fries,0.000027
799535,,Rolf Singer,0.000027
349800,,John Parkinson (botanist),0.000018
350185,,Isaac Baker Brown,0.000018
350586,,Arnaldus de Villa Nova,0.000018
350647,,The Wrecker (novel),0.000018
350695,,Sally Nicholls,0.000018
544114,,University of Warwick,0.000042
350836,,Simon Mason (author),0.000053
827342,,Betty Trask Award,0.000041
352272,,Campaign setting,0.000047
1153069,,Comic book,0.000455
352417,,Erevan Ilesere,0.000018
828824,,George MacDonald,0.000122
975646,,John Ruskin,0.000178
1744616,,Cosplay,0.000106
352607,,Beholder,0.000019
352637,,Richard Baker (game designer),0.000021
352679,,James Jacobs (game designer),0.000027
1102165,,Sphere,0.00027
352627,,Orcus (Dungeons & Dragons),0.000018
352776,,Ken Rolston,0.000018
353545,,Fabled Lands,0.000018
359809,,Shogun,0.000452
353793,,Battle of the Bulge (1991 game),0.000018
354287,,Commonwealth Broadcasting Association,0.000018
468751,,BBC World Service,0.000794
879566,,Television New Zealand,0.000143
354522,,Covenant marriage,0.000018
828958,,Mary Wollstonecraft,0.000148
354821,,Puerto Seguro,0.000018
444927,,Provinces of Spain,0.000197
355197,,Vaughn Blaney,0.000018
355239,,Shawn Graham,0.000018
355583,,Islamic University,0.000018
356260,,Bora orevi,0.000018
356368,,List of Yugoslav films of the 1980s,0.000018
356868,,Herman Cohen,0.000018
1061523,,1958 in film,0.000064
1061524,,1957 in film,0.000058
357031,,"Morning, Noon and Night (1933 cartoon)",0.000018
1165533,,Black-and-white,0.000328
357335,,Dixieland Droopy,0.000018
357822,,John Hubley,0.000023
358007,,Cartoon,0.000366
972458,,David Low (cartoonist),0.000234
358072,,List of Warner Bros. cartoons with Blue Ribbon reissues,0.000018
358361,,Corn on the Cop,0.000018
1060102,,Computer animation,0.000097
1063066,,Lions Gate Entertainment,0.000107
1155672,,Bill Pearson (American writer),0.000023
1267680,,Lost film,0.000119
1739547,,Namco,0.000071
358521,,Duck Dodgers (TV series),0.000024
1166309,,Paget Brewster,0.000021
1376614,,Grey DeLisle,0.000031
359171,,Jit,0.000018
359453,,Shsin,0.000041
359674,,Japanese Buddhist architecture,0.000135
359734,,"Kamakura, Kanagawa",0.000223
359694,,Shin-Yakushi-ji,0.000018
359713,,Cultural Properties of Japan,0.000135
361551,,Tokugawa Ieyasu,0.000345
362342,,Emperor Meiji,0.00013
359978,,Tokugawa Ieharu,0.000018
360198,,Nasir ibn Alnas,0.000018
360207,,List of state leaders in 1127,0.000018
360433,,List of state leaders in 1253,0.000018
360503,,List of state leaders in 1418,0.000018
360546,,Lothair of France,0.000019
1144620,,Keep,0.000092
1168798,,Macau,0.000639
361675,,Inaba clan,0.000018
362002,,Kaga Domain,0.000018
362191,,Moriyama Domain,0.000018
362238,,Dewa Shiget,0.000018
1219091,,Diet of Japan,0.000159
362349,,Sakamoto Ryma,0.000018
362351,,mura Sumihiro,0.000018
362367,,Date Munenari,0.000018
362469,,Kume Kunitake,0.000018
807150,,Nikkei 225,0.000146
1219021,,University of Tokyo,0.000166
362534,,Island platform,0.000054
363335,,100 Soundscapes of Japan,0.000018
363611,,Tokyo Metropolitan Government Building,0.000018
364476,,Nazar (Portugal),0.000018
1060817,,Joaquim de Almeida,0.000106
1116886,,Portuguese India,0.000239
365154,,Democratic Society Party,0.000031
365224,,Vehicle registration plates of Turkey,0.000018
1094225,,Tractor,0.000185
365327,,Ancient settlements in Turkey,0.000018
365789,,Rahim Zafer,0.000018
366002,,Konyaspor,0.000018
366016,,Sivasspor,0.000028
366037,,mit Kayhan,0.000018
404616,,Mustafa,0.000032
1168243,,List of Presidents of Turkey,0.000094
1205390,,Lausanne,0.000335
1390564,,Tobruk,0.000033
366598,,Kemal Dervi,0.000078
368144,,John Davies (poet),0.000029
368203,,Shin Kokin Wakash,0.000018
369467,,Wolfgang Doeblin,0.000018
369682,,Erno Paasilinna,0.000018
369993,,Mikkelin Kissat,0.000018
370528,,List of lakes in Finland,0.000018
370705,,Anjalankoski,0.000018
370918,,Lahti,0.000047
488563,,Silver medal,0.000205
1178495,,The Shadows,0.000118
372411,,Robert Lawrence (British Army officer),0.000018
721175,,Military Cross,0.000032
372465,,HMS Fife (D20),0.000018
372968,,Parkwood Hills,0.000018
373161,,"Estacado High School (Lubbock, Texas)",0.000018
373404,,Ed McKeever (baseball owner),0.000066
374436,,Jefferson Street Grounds,0.000018
375732,,It Happens Every Spring,0.000018
377168,,Gid Gardner,0.000018
386776,,Earned run average,0.000312
377173,,Kick Kelly,0.000024
377294,,Pud Galvin,0.000061
377336,,List of 19th century baseball players,0.000018
378843,,Joe Werrick,0.000024
377563,,Jerry Meals,0.000018
386190,,2008 Philadelphia Phillies season,0.000077
386198,,2008 Los Angeles Dodgers season,0.000022
377838,,1923 Chicago White Sox season,0.000018
387125,,Comiskey Park,0.000062
378295,,Thelma Eisen,0.000018
386790,,Jimmie Foxx,0.000067
378541,,Carl Lundgren,0.000018
378572,,Weldon Henley,0.000018
379538,,Wolfson Park,0.000018
379577,,Josh Reddick,0.000018
379949,,1944 Philadelphia Phillies season,0.000018
379950,,Charley Schanz,0.000026
387841,,Shibe Park,0.000062
379989,,Paul Reuschel,0.000024
380066,,Debs Garms,0.000018
380189,,Jim McNamara,0.000018
380244,,Chris Kitsos,0.000018
385944,,Milwaukee County Stadium,0.000079
380495,,Bob Sadowski (pitcher),0.000018
380788,,Fred Beebe,0.000018
380811,,Bert Whaling,0.000018
381621,,Edwin Almonte,0.000018
381878,,Julio Cruz (baseball),0.000018
381980,,Jeff Montgomery (baseball),0.000018
381998,,Josh Rupe,0.000022
382310,,Norm Zauchin,0.000018
382515,,Marc Bombard,0.000018
1332368,,Wild card (sports),0.000124
382579,,Wayne Gomes,0.00003
1537872,,Old Dominion University,0.000045
382626,,1972 Chicago White Sox season,0.000018
382691,,1967 San Francisco Giants season,0.000018
383303,,Buddy Myer,0.000046
386816,,Lou Gehrig,0.000171
383499,,1951 Pittsburgh Pirates season,0.000018
383554,,Lee Grissom,0.000018
383634,,Marv Rackley,0.000018
383664,,1967 Pittsburgh Pirates season,0.000022
385562,,Manny Sanguilln,0.000028
383841,,1969 Boston Red Sox season,0.000018
383894,,1962 Kansas City Athletics season,0.000018
383984,,Bob Lillis,0.000019
384015,,Scott Servais,0.000018
384426,,Herm Starrette,0.000018
384448,,Bud Daley,0.000018
384474,,Michael Dunn (baseball),0.000018
384610,,Woody Woodward,0.000018
384611,,Denis Menke,0.000018
384754,,Earl Whitehill,0.000018
384797,,Pitch (baseball),0.000066
384804,,Jim Konstanty,0.000019
385066,,1969 New York Yankees season,0.000018
385094,,Jack Baldschun,0.000018
385661,,1959 Cincinnati Reds season,0.000018
390489,,"Powel Crosley, Jr.",0.000026
385929,,Earl Battey,0.000018
387378,,Sherm Lollar,0.000021
1515519,,Billy Graham,0.000105
385993,,1974 Los Angeles Dodgers season,0.000047
386642,,Rick Sutcliffe,0.000032
386023,,Mel Queen (pitcher/outfielder),0.000024
386772,,David Wells,0.000029
387199,,Pinch hitter,0.00018
386136,,Rudy York,0.000029
387728,,Allie Reynolds,0.00004
386147,,1976 New York Yankees season,0.000022
386162,,Ian Snell,0.000025
386499,,Scott Kazmir,0.000023
387001,,Manny Ramirez,0.000123
387088,,History of the Philadelphia Phillies,0.000022
386197,,2008 Chicago Cubs season,0.000023
387654,,Jacque Jones,0.000021
386251,,2010 Cincinnati Reds season,0.000018
387731,,1956 World Series,0.000153
386481,,Kevin Millwood,0.000019
386569,,Dante Bichette,0.000066
386579,,2004 New York Yankees season,0.000018
386868,,Jorge Posada,0.00003
387140,,Joe Girardi,0.000038
387011,,Major League Baseball Rookie of the Year Award,0.00018
387306,,Buster Posey,0.000044
386791,,David Justice,0.00005
386804,,Darryl Strawberry,0.000024
386942,,Grand slam (baseball),0.000062
12054,,Craniosynostosis,0.000022
1064081,,Bull Durham,0.000073
387309,,2002 San Francisco Giants season,0.000057
387931,,Mark Reynolds (baseball),0.000043
388099,,1953 Brooklyn Dodgers season,0.000066
387208,,Terry Francona,0.000037
387958,,1983 World Series,0.000019
389683,,Olympic Stadium (Montreal),0.000095
745126,,"East Peoria, Illinois",0.000023
387747,,2005 Boston Red Sox season,0.000022
1537762,,University of Arizona,0.000215
387256,,Lastings Milledge,0.000026
387933,,Justin Upton,0.000028
387689,,Jaret Wright,0.000018
1545449,,Linebacker,0.000181
387834,,Billy Koch,0.000018
387855,,Jim Spencer,0.000018
757230,,Nickname,0.000138
388034,,Bob Davidson (umpire),0.000018
388279,,1965 Cincinnati Reds season,0.000018
388338,,Sandy Amors,0.000018
388702,,1947 Philadelphia Athletics season,0.000018
388755,,1938 Washington Senators season,0.000018
389334,,Jos Macas,0.000018
389337,,Larry Gowell,0.000018
390493,,Silk O'Loughlin,0.000018
390640,,List of German Americans,0.000033
899710,,Alida Valli,0.000019
1041859,,Lilli Palmer,0.000033
1060327,,Dennis Franz,0.000024
1061787,,Kim Basinger,0.000046
1061891,,Jodie Foster,0.000083
1062043,,Chris O'Donnell,0.000053
1100092,,Florian Cajori,0.000056
1163786,,Patty Duke,0.000047
1174966,,Late Show with David Letterman,0.000177
1175539,,Wurlitzer,0.00002
1185570,,Fred Durst,0.000046
1321563,,Jack Nicklaus,0.0003
1321710,,Walter Hagen,0.00006
1406646,,Carl Schurz,0.000092
1508157,,John Philip Sousa,0.000126
390869,,John Moores (baseball),0.000018
390914,,Trystan Magnuson,0.000018
391503,,A New Life (film),0.000018
393185,,Mathew Baker,0.000018
393628,,Insect Woman (1972 film),0.000018
394054,,Antarctic Journal,0.000018
394179,,Ahn Sung-ki,0.000018
394277,,Jeon Soo-il,0.000018
1061814,,2003 in film,0.00008
394897,,Yi Sun-sin,0.000062
396388,,Korean drama,0.000062
1114177,,Asiana Airlines,0.000069
395788,,Shindong,0.000018
395983,,Kim Tae-hee,0.000018
396022,,Gee (Girls' Generation song),0.000018
1186372,,Oricon,0.000107
396053,,Athena: Goddess of War,0.000023
1061776,,Thriller (genre),0.000165
1083593,,Japanese television drama,0.000036
397383,,List of frivolous political parties,0.000018
398602,,Charles Bateson,0.000018
399023,,"Millicent, South Australia",0.000018
661842,,St Kilda Football Club,0.000217
399072,,Brian Kenneth Hobbs,0.000018
399168,,List of Adelaide suburbs,0.000024
399289,,"Fulham Gardens, South Australia",0.000029
399351,,"Green Fields, South Australia",0.000029
399391,,Local government in Australia,0.000051
608297,,Government of Australia,0.000221
399575,,Edward Charles Stirling,0.000018
399665,,Brian Hone,0.000018
400363,,Antony Carbone,0.000019
400539,,Felicia Michaels,0.000018
400619,,"Tim and Eric Awesome Show, Great Job!",0.000024
1179574,,The Shins,0.000025
400709,,Parks and Recreation,0.000034
1061612,,Variety (magazine),0.00082
1163578,,Jay Leno,0.000185
1164587,,List of breakout characters,0.000021
400942,,Fast fashion,0.000018
401140,,Anna Sui,0.000034
401028,,Biba,0.000018
402000,,Vogue (magazine),0.000076
401099,,Emilio Pucci,0.000035
401168,,Louis Vuitton,0.000138
1061128,,Hayden Christensen,0.000047
1333570,,Andre Agassi,0.000106
401271,,Bergdorf Goodman,0.000024
401358,,"Coty, Inc.",0.000031
1062768,,Isabella Rossellini,0.000035
401974,,Joanne Gair,0.000018
1180312,,Album cover,0.000021
1184788,,Christina Aguilera,0.000246
1061887,,Julianne Moore,0.000053
402173,,The Face (magazine),0.000036
1179252,,Adam Ant,0.000165
402181,,Arena (magazine),0.000018
402398,,Alexandra Richards,0.000018
402409,,Angie Everhart,0.000018
402765,,Marella Agnelli,0.000019
403320,,Women in Revolt,0.000018
403329,,Beautiful Darling,0.000018
403838,,Bahram Bayzai,0.000018
405185,,Shahab District,0.000018
1284440,,Repatriation,0.000205
405867,,Franois Henri Hallopeau,0.000018
406001,,Regosols,0.000018
406467,,Fort Lyon,0.000018
406933,,"Telluride, Colorado",0.000018
1062176,,Lawrence Kasdan,0.000059
407247,,Ralph Lawrence Carr,0.000027
407390,,List of rivers of Colorado,0.000018
408274,,Eric O'Neill,0.000018
408313,,Pacific Ranges,0.000018
408570,,Stikine Icecap,0.000018
410248,,Bla Kraljevi,0.000048
410314,,Aleksa anti,0.000048
717494,,1960 Summer Olympics,0.000163
409726,,Gojevii,0.000018
410273,,Jusuf Prazina,0.000018
410389,,United Nations Security Council Resolution 819,0.000018
1118609,,Jammu and Kashmir,0.000308
1440750,,Indo people,0.000044
411459,,ievac,0.00002
411783,,Tripkova,0.00002
412158,,Bosilegrad,0.00002
412234,,Lalinac,0.000018
412260,,Obre (Peinci),0.00002
412337,,Battle of Deligrad,0.00002
412455,,Debrc,0.000024
413211,,Syrmia,0.000062
413468,,umadija,0.000024
414617,,Montenegrins,0.00007
413236,,Kikinda,0.000024
413461,,List of populated places in Serbia,0.000018
413490,,Susek,0.00002
413676,,Kragujevac,0.000028
413934,,Aleksinac,0.00002
413542,,Blokovi,0.000018
413602,,ukarica,0.000018
413616,,Dorol,0.000018
555402,,2005 Men's European Volleyball Championship,0.000053
414227,,Trial of Draa Mihailovi,0.000018
414250,,ore Martinovi,0.000018
414300,,Dragan Marianin,0.000018
414537,,Crown Prince Nicholas II of Montenegro,0.000018
414926,,List of Croatian films of the 1960s,0.000018
1061513,,1969 in film,0.000086
414972,,eljko Senei,0.000018
414995,,Just Between Us,0.000018
415245,,Croatian Radiotelevision,0.000035
1727829,,Website,0.00076
415311,,List of Croats,0.000018
891203,,Diplomat,0.000082
893451,,Franjo Krema,0.000019
1108164,,Franjo eper,0.00002
1333735,,Marin ili,0.000026
415973,,Dramalj,0.000018
416671,,"Belica, Meimurje County",0.000018
416948,,200607 Prva HNL,0.000024
416963,,NK Zadar,0.000022
416965,,HNK Hajduk Split,0.000065
738631,,AC Omonia,0.000022
417001,,200809 Druga HNL,0.000018
417043,,NK Imotski,0.000034
417085,,NK Pazinka,0.000018
417156,,Branko Karai,0.000018
417205,,Mirko Hrgovi,0.000018
418272,,Cocacolonization,0.000018
418433,,Harlow (Paramount film),0.000024
1061381,,Angela Lansbury,0.000119
418460,,Stasis (fiction),0.000018
816963,,Joe Haldeman,0.000053
419113,,Ioannis Theotokis,0.000018
420113,,Fantastic Four (1978 TV series),0.000022
420339,,Inhumans,0.000026
420246,,Strange Tales,0.000037
420319,,Spider-Man,0.000173
420476,,Doctor Strange,0.000057
420503,,Hulk (comics),0.000119
978127,,Op art,0.000038
420285,,Harry Osborn,0.000036
420466,,Official Handbook of the Marvel Universe,0.000066
421160,,Normie Osborn,0.000024
1740763,,PlayStation 3,0.000447
420686,,Supervillain,0.000128
1071227,,Tokusatsu,0.000054
1153000,,Jim Shooter,0.000054
420897,,Shared universe,0.000028
420395,,Mystique (comics),0.000046
1153118,,Jim Lee,0.000089
420449,,Sunspot (comics),0.000026
420454,,Magma (comics),0.000025
420611,,MODOK,0.00003
420814,,Chthon (Marvel Comics),0.00003
421224,,Modred the Mystic,0.000025
421337,,Dreadknight,0.000022
421639,,Glorian,0.000022
420489,,Random (comics),0.000018
1153119,,Whilce Portacio,0.000033
1155097,,Dale Keown,0.000025
420563,,Chamber (comics),0.000018
1735514,,World of Warcraft,0.000022
420635,,List of The Avengers: Earth's Mightiest Heroes episodes,0.000018
1153865,,Lex Luthor,0.000162
420698,,Artie Maddicks,0.000018
1731556,,Vampire,0.000102
1153948,,Infinite Crisis,0.000128
420967,,Slyde,0.000018
420972,,Loa (comics),0.000018
421011,,Frederick Foswell,0.000018
421194,,Planet Hulk (film),0.000029
1743947,,Liam O'Brien,0.000024
829179,,Frankenstein,0.000149
421445,,Valeria Richards,0.000021
421524,,Lorelei (Savage Land Mutate),0.000018
1153059,,Neal Adams,0.000092
421898,,Frigga (comics),0.000018
423027,,Mike Gambit,0.000018
423043,,Daniel Mattes,0.000018
642977,,SQL,0.000099
424837,,Danielle Kahle,0.000018
424989,,Nebelhorn Trophy,0.000044
424959,,World Figure Skating Championships,0.000047
425018,,Sergei Novitski,0.000027
425035,,Jeffrey Buttle,0.000028
425160,,Alexander Abt,0.000026
425471,,Sherry Ball,0.000026
1179560,,Coldplay,0.000345
425437,,Sandra Bezic,0.000018
1168385,,1960,0.000179
426601,,Original intent,0.000018
427000,,Seneca Village,0.000018
429786,,Horace Donisthorpe,0.000018
429854,,"Goochland, Virginia",0.000018
430162,,Denise Masino,0.000018
430673,,Jamie Campbell Bower,0.000019
431020,,DuMont Royal Theater,0.000027
431041,,List of programs broadcast by the DuMont Television Network,0.000041
431216,,My Friend Irma (radio-TV),0.000018
1163670,,Jerry Lewis,0.000173
431384,,Lucille Wall,0.000018
432310,,John Middleton (giant),0.000018
433174,,Widhwidh,0.000018
433208,,Galkacyo,0.000018
434378,,Nestea,0.000018
434423,,Lemonade,0.000018
434451,,Afri-Cola,0.000018
434840,,Product lifecycle management,0.000018
435109,,Tom Wisniewski,0.000018
435425,,John Brooke-Little,0.000018
435788,,Egon Ranshofen-Wertheimer,0.000018
436278,,"Charles Hambro, Baron Hambro",0.000018
438099,,Break Machine,0.000018
438108,,The Gods (band),0.00002
1178055,,"Emerson, Lake & Palmer",0.000049
438270,,We Are the Dead,0.000018
438382,,The Width of a Circle,0.000018
438391,,Rock 'n' Roll Suicide,0.000018
971682,,Institute of Contemporary Arts,0.000035
439070,,Owen Sound Mercurys,0.000018
439677,,George Archibald (politician),0.000018
440188,,Nova Scotia Route 349,0.000018
440550,,"Louisbourg, Nova Scotia",0.000018
441014,,Polyrock (album),0.000018
441577,,Anglo Marri wars,0.000018
441610,,Sethwi,0.000018
1655853,,Migrant worker,0.00012
441920,,Nagyal,0.000018
1118879,,Rajput,0.00014
442586,,Pervez Musharraf,0.000168
1122808,,Kashmir,0.000476
442162,,Khudai Khidmatgar,0.000055
442605,,Shah Mehmood Qureshi,0.000018
442732,,Student life at the University of Karachi,0.000018
443098,,Karim Sadjadpour,0.000018
443394,,Mostafa Saadeq Al-Rafe'ie,0.000018
444003,,Soziedad Alkoholika,0.000018
