Id,Label,names,pageranks
1218628,,Edgar Allan Poe,0.000281
245628,,"Cummington, Massachusetts",0.000009
245730,,Wachusett Regional High School,0.000009
1538169,,Clark University,0.000032
245996,,Old Chelmsford Garrison House,0.000009
246118,,Linus B. Comins,0.000009
246126,,Robert J. Dolan (politician),0.000009
246180,,Frederick O. Prince,0.000009
246314,,John Q. A. Brackett,0.000009
246374,,Barnabas Bidwell,0.000009
246532,,Mike Festa,0.000009
246588,,William Baylies,0.000009
428476,,Jimmy Wales,0.000018
767341,,Ethical Culture Fieldston School,0.000013
246897,,Matignon High School,0.000009
247157,,Berkshire Fine Spinning Associates,0.000009
247252,,Daniel Appleton,0.000009
247486,,Fodor Atkine,0.000009
248259,,James Clavell,0.000028
248357,,"Henderson County, Illinois",0.000009
248755,,James Hall (paleontologist),0.000009
248795,,Alan Voorhees,0.000009
249065,,Moonlight Shadow,0.000009
249138,,Lazy Raiders,0.000009
249163,,White ethnic,0.000009
249222,,Grimsley High School,0.00001
249289,,Heartless Bitches International,0.000009
804280,,Adweek,0.000062
1184020,,Vibe (magazine),0.000038
249493,,"St. Matthews, Kentucky",0.000009
249528,,Joseph D. Scholtz,0.000009
249691,,Holy Cross High School (Louisville),0.000009
249822,,Tracy W. McGregor,0.000009
249863,,Buhl Building,0.000009
250034,,Capitol Park Historic District,0.000009
250242,,J. Massey Rhind,0.000013
278773,,"Muskegon, Michigan",0.000038
279528,,"Niles, Ohio",0.000011
956629,,Royal Scottish Academy,0.00001
250428,,"Glade Spring, Virginia",0.000009
250435,,Watauga Association,0.000036
1400016,,"Clarksville, Tennessee",0.000042
1401576,,Appalachia,0.000142
250517,,East Tennessee and Western North Carolina Railroad,0.000009
250706,,Mary Hatcher,0.000009
250736,,Fig Springs mission site,0.000009
250771,,Patrick Tonyn,0.00001
1144520,,Levett,0.00004
386933,,Texas Rangers (baseball),0.000199
946982,,Los Angeles Clippers,0.00008
1400488,,Walter Mondale,0.00004
251590,,McKinney House,0.000009
251775,,Bettendorf High School,0.000009
1508693,,Jimmy Hoffa,0.000015
261583,,WRBZ,0.000012
252567,,WQXX,0.000009
252609,,Erin Fehlau,0.000009
1646042,,English Electric,0.000033
252734,,Weighting filter,0.000009
252857,,High voltage,0.000015
253626,,Transmitter,0.000108
1104642,,Linear,0.000063
252878,,Short circuit,0.000032
252881,,Electrical network,0.000016
253943,,Sampling (signal processing),0.000101
1100175,,Image processing,0.00011
253255,,Signal-to-noise ratio,0.000037
1099346,,Standard deviation,0.000137
253310,,Coherer,0.00001
253337,,George Westinghouse,0.000024
253997,,American Institute of Electrical Engineers,0.00002
1135113,,Rotary engine,0.000015
253373,,Piezoelectric sensor,0.000027
254989,,Radio Data System,0.000032
263086,,Effective radiated power,0.000033
1699024,,Chamonix,0.000092
253817,,Indium tin oxide,0.000023
253851,,Alexander Graham Bell,0.000177
1039732,,Pygmalion (play),0.000051
1089947,,Charles Wheatstone,0.00003
253912,,Comfort noise,0.000009
321871,,1080i,0.000441
321926,,High-definition television,0.000708
254164,,Aiken tube,0.000009
254241,,8-track tape,0.000013
1179018,,Stevie Ray Vaughan,0.000054
1179447,,Nirvana (band),0.000162
254276,,Peter Carl Goldmark,0.000046
254312,,LCD television,0.000027
254323,,Broadcast television systems,0.000011
925228,,SES Astra,0.000116
254359,,Cintel,0.00001
254362,,Spirit DataCine,0.000013
254458,,Content format,0.000009
254474,,Ampex 2 inch helical VTR,0.000009
254503,,Digital recording,0.000043
255692,,Thomas Stockham,0.000012
1179012,,Ry Cooder,0.000068
254591,,Marantz,0.000009
254643,,Radar gun,0.000011
254727,,New Jersey Bell,0.000009
254913,,Samsung Galaxy Tab,0.000009
1726690,,CNET,0.000087
732441,,Communications protocol,0.000105
807215,,Fortune Global 500,0.000234
1659840,,Stephen Elop,0.000015
254966,,Nokia N78,0.000011
255013,,HTC Touch Diamond,0.000011
255067,,HTC Desire,0.000011
255669,,Harmonic,0.000106
255017,,HTC TyTN II,0.000011
255110,,Sony Ericsson Xperia X1,0.000009
255373,,Answering machine,0.000023
733443,,Natural language processing,0.000064
255440,,Ten-code,0.00001
255687,,LORAN,0.000015
924000,,OpenStreetMap,0.000069
598295,,Information society,0.000032
1684647,,Chihuahua (state),0.000053
1726939,,File system,0.000096
255877,,Don Mankiewicz,0.000009
256121,,Furisode,0.000009
256224,,Lake Highlands Junior High School,0.000009
504370,,Wildcat,0.00003
256259,,KPMG Centre,0.000009
256518,,Farm to Market Road 855,0.000009
256625,,100 Tons of Gold,0.000009
256902,,"Edenton, North Carolina",0.000009
257245,,Niantic (whaling vessel),0.000009
257261,,Chris Daly,0.000009
257681,,Thomas M. Storke,0.000009
257698,,James Orthwein,0.000009
1537708,,Washington University in St. Louis,0.00007
258235,,Jackson National Life,0.000009
279302,,"Appleton, Wisconsin",0.000014
258427,,WMBV,0.000009
258546,,WMUS,0.000012
263734,,Contemporary hit radio,0.000054
258788,,WEW,0.00001
258825,,WWBN,0.00001
258841,,List of radio stations in Michigan,0.000009
261789,,WGVU (AM),0.000011
264949,,WRCJ-FM,0.00001
259036,,WKLR,0.000009
259474,,List of radio stations in Mississippi,0.000009
299084,,WYOY,0.00001
325024,,WJZD-FM,0.00001
260103,,List of radio stations in Wisconsin,0.000009
260167,,KSMY,0.000009
260775,,Chicago Cubs Radio Network,0.00001
261831,,KJOC,0.00001
298276,,"Lafayette, Indiana",0.000024
387352,,Keith Moreland,0.000012
745180,,"Peoria, Illinois",0.000051
260833,,KIIM-FM,0.000009
261320,,KBIZ,0.000009
261613,,KPYT-LP,0.000009
261739,,WWLS (AM),0.000009
263122,,Simulcast,0.000199
1179720,,Top 40,0.000197
261861,,WQBK-FM,0.000009
262131,,WNZZ,0.000009
262252,,WCOG (AM),0.000009
1179648,,Otis Redding,0.000081
262281,,KILT (AM),0.000011
268930,,Greater Houston,0.000043
262444,,List of urban-format radio stations in the United States,0.000009
260778,,WCZQ,0.000011
263130,,WQQK,0.000009
263304,,KAMP-FM,0.000013
263843,,WBHK,0.000009
272256,,"Salinas, California",0.00004
1535276,,"Columbia, Missouri",0.000026
262469,,KJFX,0.000009
262536,,KWIL,0.000009
263628,,WLW,0.000034
1179323,,BBC Radio 1,0.000243
263123,,Non-commercial educational,0.000077
262850,,KXTG,0.000011
263684,,Fox Sports Radio,0.00002
262882,,WCOS-FM,0.00001
262995,,List of radio stations in Pennsylvania,0.000009
1288265,,WGYI,0.00001
263050,,WWWQ,0.000014
321942,,Duopoly (broadcasting),0.000026
1179314,,Extended play,0.000261
263076,,Greater Media,0.000012
263106,,WWNQ,0.000009
1179329,,Billy Joel,0.000091
386701,,Dodger Stadium,0.000111
1726421,,Digital video recorder,0.00024
1741562,,Nintendo,0.000452
263686,,WTEM,0.000032
322093,,KCAL-TV,0.000051
1061483,,Fred Astaire,0.000122
1485203,,CTVglobemedia,0.000021
263167,,WLKK,0.00001
1400044,,Pat Robertson,0.000068
263215,,WTKS-FM,0.000011
263249,,KJQS,0.000009
293831,,"Murray, Utah",0.000019
263266,,KVIK,0.000009
263288,,United Stations Radio Networks,0.000012
909440,,Nina Blackwood,0.000017
1377471,,High School Musical,0.000026
263312,,List of broadcast stations owned by Clear Channel,0.000011
1184817,,Viacom,0.00024
263346,,WLS-FM,0.000031
263432,,George Michael (sportscaster),0.00001
1061313,,The Silence of the Lambs (film),0.000082
1063244,,Feature film,0.000156
1068471,,8 Seconds,0.00001
1195714,,Motown,0.000108
1186358,,Last.fm,0.000053
278747,,"Tiffin, Ohio",0.000011
1537475,,Howard University,0.000046
321708,,Sean Compton,0.000021
1025430,,Rosemary Clooney,0.000067
1164677,,Rod Serling,0.000052
263641,,John Batchelor,0.000009
266234,,"Abilene, Texas",0.00003
1164950,,Guest host,0.000009
263682,,KTWO (AM),0.000009
388419,,Tulsa Drillers,0.000012
1535815,,UCLA Bruins,0.000073
1545398,,Monday Night Football,0.000108
264389,,WHPI,0.000009
1164424,,Fear Factor,0.000035
1403593,,J. Edgar Hoover,0.000087
264776,,Dallas Cowboys Radio Network,0.000009
264803,,List of radio stations in Texas,0.000009
266128,,"Bryan, Texas",0.00002
268939,,University of Houston System,0.00002
298946,,KAMA-FM,0.000009
265228,,KYBA,0.000009
278082,,"Rochester, Minnesota",0.000073
265281,,KDIZ,0.000009
265508,,Freeform (radio format),0.000018
265303,,KLCI,0.000009
265351,,KATO-FM,0.000009
265457,,KZGF,0.000009
279711,,"Rolla, Missouri",0.000021
306178,,Skidmore College,0.00001
1179429,,Radiohead,0.000226
1537832,,University of Idaho,0.000014
265809,,Ada Covered Bridge,0.000009
265912,,"Bucyrus, Ohio",0.000009
265933,,"Iberia, Ohio",0.000009
266122,,"Del Rio, Texas",0.000012
1062462,,No Country for Old Men (film),0.00005
1165338,,Gunsmoke,0.000095
1538054,,University of Houston,0.000068
300751,,William Joel Bryan,0.00001
266221,,"Granbury, Texas",0.000011
1407810,,John Wilkes Booth,0.000085
268387,,Farm to Market Road 89,0.00001
333721,,William Joyce (writer),0.000011
1165527,,Fess Parker,0.000047
1185074,,Jessica Simpson,0.000084
266845,,"Nueces County, Texas",0.000011
1163411,,David Hasselhoff,0.000023
266326,,"McLean, Texas",0.000009
270698,,Texas Legislature,0.00003
267932,,"Milam County, Texas",0.000016
270685,,Texas Monthly,0.00002
321522,,KBVO,0.000017
979124,,Blanton Museum of Art,0.000017
266343,,"Crosbyton, Texas",0.000016
266348,,"Plainview, Texas",0.000013
1545706,,Lawrence McCutcheon,0.000009
266387,,"Jefferson, Texas",0.000009
266697,,"Mullin, Texas",0.000009
267010,,"Paradise, Texas",0.000016
267012,,Texas State Highway 114,0.000016
267027,,DallasFort Worth metroplex,0.000021
267079,,"Haltom City, Texas",0.000009
267253,,"Plano, Texas",0.000034
267686,,Barnett Shale,0.000009
270267,,Texaplex,0.000017
961226,,Safeway Inc.,0.000056
1545773,,"Arlington, Texas",0.000108
267167,,List of high schools in Texas,0.000009
267858,,"Edwards County, Texas",0.00001
268741,,Donna High School,0.00001
268850,,Amarillo Independent School District,0.00001
269795,,"Kendall County, Texas",0.000011
270973,,The John Cooper School,0.00001
300464,,Chilton High School (Texas),0.00001
977678,,Amon Carter Museum,0.000015
1178516,,Boz Scaggs,0.000023
1377264,,Disney Channel,0.000164
401674,,"Fossil, Inc.",0.000016
961669,,Galleria Dallas,0.000016
1547298,,Arena Football League (19872008),0.000098
267900,,"McLennan County, Texas",0.000016
267702,,"Presidio County, Texas",0.000011
267717,,List of unincorporated communities in Texas,0.000009
267848,,"McMullen County, Texas",0.00001
268174,,"Notrees, Texas",0.00001
268781,,"Morales-Sanchez, Texas",0.00001
269870,,"Gillespie County, Texas",0.000011
268071,,Minnie Lou Bradley,0.000009
268410,,"Rochester, Texas",0.000009
268758,,South Texas Independent School District,0.000009
268916,,"Taylor Lake Village, Texas",0.000009
269097,,"River Oaks, Houston",0.00001
269134,,"Eisenhower High School (Houston, Texas)",0.000009
269573,,Joaquin Independent School District,0.000009
269667,,Juan Davis Bradburn,0.000009
1684576,,Agustn de Iturbide,0.000048
269857,,"Fredericksburg, Texas",0.000016
269883,,John O. Meusebach,0.000011
1062021,,Robert Duvall,0.00004
1649615,,American Viticultural Area,0.000014
444926,,Autonomous communities of Spain,0.000157
444927,,Provinces of Spain,0.00016
444928,,Municipalities of Spain,0.000062
270343,,"Powell, Texas",0.000009
270394,,Bay Ridge Christian College,0.000009
270583,,Chris Bell (politician),0.000009
270595,,Texas Monthly Talks,0.00001
270767,,Don McLeroy,0.000009
1061695,,Peter Bogdanovich,0.000062
1062059,,Ethan Hawke,0.00003
1180222,,Shawn Colvin,0.00002
1592500,,Lyle Lovett,0.000025
270661,,Ernest Angelo,0.000024
1535533,,Louisiana State University,0.00008
270669,,Robin Armstrong,0.00001
270820,,Dan Branch,0.000009
270882,,Farm to Market Road 149,0.000009
271058,,Lincoln County War,0.000017
271078,,Gunfight of Blazer's Mills,0.000016
273158,,Adobe,0.000075
271299,,Fort Harker (Kansas),0.000009
271371,,Missouri Route 7,0.000009
271526,,William A. Hoke,0.000009
271591,,North Carolina General Assembly,0.000032
271723,,List of waterfalls,0.000009
1122736,,Jog Falls,0.000009
1204927,,Brienz,0.000011
273060,,Rancho Los Nietos,0.000012
273155,,Jonathan Temple,0.000012
275668,,Union Station (Los Angeles),0.000054
276117,,Palos Verdes,0.000017
1059645,,Transformers: Revenge of the Fallen,0.000038
1163991,,CHiPs,0.000032
1379193,,Long Beach Blues Festival,0.000014
271791,,Francisco Garcs,0.000016
1180785,,Lindsey Buckingham,0.000023
272014,,"La Verne, California",0.000015
275738,,California State Route 2,0.000044
280204,,"Gallup, New Mexico",0.000023
271862,,"Mission Viejo, California",0.000013
273547,,Spanish missions in California,0.000026
387903,,Garrett Atkins,0.000015
1062307,,Iron Man (film),0.000032
1176543,,Zack de la Rocha,0.000012
1735820,,Ready at Dawn,0.00001
271879,,"Morgan Hill, California",0.000009
321986,,Charter Communications,0.000051
402620,,Gap (clothing retailer),0.00005
1246624,,Riding High (1950 film),0.000027
1674485,,"California School for the Deaf, Fremont",0.000012
271966,,"Lynwood, California",0.000014
276042,,Los Angeles Daily News,0.000182
271981,,"Marina del Rey, California",0.000054
731603,,ICANN,0.000016
728324,,Mia Hamm,0.000019
1061872,,Mel Gibson,0.000112
1162794,,90210 (TV series),0.000035
1164410,,Weeds (TV series),0.000031
1278429,,Don Dokken,0.00001
1062044,,Charlie Sheen,0.000036
1694466,,The Pickup Artist (TV series),0.000009
272001,,"Azusa, California",0.000013
272011,,"La Puente, California",0.000016
843342,,Flora of the Santa Monica Mountains,0.000011
1163915,,Dennis Weaver,0.000024
1399111,,Local ordinance,0.000027
272050,,"McFarland, California",0.000017
272106,,"Kernville, California",0.000009
272128,,"Eastvale, California",0.000009
272241,,"Tracy, California",0.000012
272313,,"Porterville, California",0.000016
272744,,"Tulare County, California",0.000016
1593582,,Buck Owens,0.000044
274481,,American River,0.000016
1005278,,"Carson, California",0.00007
1209260,,Peanuts,0.000093
272261,,List of California communities with Hispanic majority populations,0.000009
272391,,"Crows Landing, California",0.00001
272480,,"West Whittier-Los Nietos, California",0.00001
384320,,Stephen Strasburg,0.00001
272516,,California State Route 299,0.000012
275107,,California State Route 139,0.000012
272627,,Gold Country,0.00001
272675,,"Orinda, California",0.000013
1061771,,Quentin Tarantino,0.000134
1063094,,Training Day,0.000023
1068126,,Moon Bloodgood,0.000013
1504570,,Eden Espinosa,0.000016
272907,,"Los Gatos, California",0.000013
805351,,Eric Drew,0.000009
1017425,,Standard Chinese,0.000181
1637977,,Deng Xiaoping,0.000174
273063,,Sutter's Fort,0.000009
273253,,Rancho El Alisal,0.000009
273483,,Rancho San Pascual,0.000012
273513,,Mission Santa Barbara,0.00001
1105633,,Roman Catholic Archdiocese of Los Angeles,0.000038
273514,,Mission La Pursima Concepcin,0.00001
273521,,History of California to 1899,0.00001
273641,,Army of the West (1846),0.000009
273814,,Indigenous peoples of California,0.00001
473597,,Federally recognized tribes,0.000021
273816,,Kuksu (religion),0.000009
273896,,Seismic retrofit,0.000009
1095132,,Destructive testing,0.000045
273985,,"Albany, California",0.000021
273995,,Berkeley oak grove controversy,0.000009
825695,,The College Preparatory School,0.000013
1163564,,Bill Cosby,0.000055
1178105,,Graham Central Station,0.000014
274100,,Edward L. Thrasher,0.000011
1265421,,"Forest Lawn Memorial Park, Glendale",0.000053
274234,,Vaca Valley Railroad,0.000009
274243,,"Plainfield, California",0.000009
274306,,"Valley Home, California",0.000009
274314,,California State Route 83,0.000009
274743,,California Legislative LGBT Caucus,0.000009
274968,,Hollywood Split,0.000013
274994,,Ventura Freeway,0.00003
274974,,Chatsworth High School,0.000009
274984,,"Chatsworth, Los Angeles",0.000011
275021,,Santa Susana Pass,0.00001
1163665,,Lucille Ball,0.0001
1179333,,Billie Jean,0.000036
275012,,"Van Nuys, Los Angeles",0.000026
1061469,,Natalie Wood,0.000039
558339,,Southern Pacific Transportation Company,0.000013
275038,,Rancho Los Encinos,0.000009
275261,,Ritter Range,0.000009
1416948,,Susan Illston,0.000023
275456,,"Warner Center, Los Angeles",0.000009
275478,,"Silver Lake, Los Angeles",0.000037
689284,,Paul Avion,0.000012
1061057,,Crispin Glover,0.000024
1163295,,Cassandra Peterson,0.000026
1178485,,Henry Rollins,0.000021
1179479,,Beck,0.000054
275537,,"Wilmington, Los Angeles",0.000009
1062428,,Fight Club (film),0.000042
275549,,Hollywood Hills,0.000048
275634,,Eaton Canyon,0.000009
275658,,Antelope Valley Press,0.000009
275673,,Foothill Transit,0.000019
558319,,"Atchison, Topeka and Santa Fe Railway",0.000038
1163299,,Alias (TV series),0.000062
275790,,California State Route 270,0.000009
275898,,Classification of indigenous peoples of the Americas,0.000009
1454793,,Wapishana people,0.000009
275976,,Ina Coolbrith,0.000012
275993,,Trifolium amoenum,0.000009
833253,,Grassland,0.000156
322104,,Wheel of Fortune (U.S. game show),0.000077
480054,,Angel (TV series),0.000032
572963,,Hal Roach,0.000077
1061258,,Rebecca (1940 film),0.000066
1062445,,The Aviator (2004 film),0.000042
1163742,,Joan Crawford,0.000083
1164968,,Lassie (1954 TV series),0.000019
276113,,"Wilshire Center, Los Angeles",0.000009
1265418,,Gloria Swanson,0.000101
635984,,Richard Lynch (actor),0.00001
711904,,Heroes (TV series),0.000051
276207,,"Fountain Springs, California",0.000009
1537878,,"California State University, Northridge",0.00004
323171,,DIY Network,0.00001
692938,,Old-time music,0.000172
1407243,,Joseph Wheeler,0.000014
279327,,Area code 814,0.000014
547318,,Till,0.000023
1233022,,Siltstone,0.00003
276925,,East Oriental Covered Bridge,0.000009
277063,,Florida State Road 419,0.000009
277387,,Merle Hay,0.000009
277512,,"Greater Upper Marlboro, Maryland",0.000009
277696,,"Kettering, Maryland",0.00001
277725,,"Greenbelt, Maryland",0.000029
1534921,,Ron Moore (defensive tackle),0.000014
1062911,,The Lives of Others,0.000089
1483493,,Germans of Hungary,0.00003
1499799,,Romantic music,0.000148
1499805,,Johannes Brahms,0.00022
1499854,,Joseph Haydn,0.000265
890600,,Peter F. Secchia,0.000012
1537769,,Michigan State University,0.000102
278075,,"Duluth, Minnesota",0.00005
284780,,"Superior, Wisconsin",0.000016
1057959,,Leatherheads,0.000015
1061764,,Jessica Lange,0.00003
285953,,Minnesota State Highway 30,0.000012
278100,,"Glenwood, Minnesota",0.000009
278386,,List of counties in Kansas,0.000016
278392,,Area code 785,0.000013
1376618,,Cartoon Network,0.000161
278232,,"Treece, Kansas",0.000009
327804,,"Bourbon County, Kentucky",0.000022
1400129,,Henry Clay,0.00015
1400213,,David Rice Atchison,0.00001
1406317,,Clara Barton,0.000011
1406788,,John A. Logan,0.000019
1407377,,Philip Kearny,0.000011
279460,,"Cloud County, Kansas",0.000011
1714841,,Deregulation,0.00009
278419,,"Leoti, Kansas",0.000009
278514,,"Ramona, Kansas",0.000009
278532,,"Hamilton, Kansas",0.000009
279203,,"Canal Winchester, Ohio",0.00001
280222,,"Russia, Ohio",0.00001
280447,,"Vandalia, Ohio",0.00001
285292,,"Edgerton, Ohio",0.00001
287157,,"Carroll, Ohio",0.00001
278667,,List of villages in Ohio,0.000009
285193,,"Hayesville, Ohio",0.00001
286102,,"Laura, Ohio",0.00001
286151,,"Kingston, Ohio",0.00001
278706,,"Stillwater, Minnesota",0.000009
1705826,,John Beyrle,0.00001
278793,,"Oakland County, Michigan",0.000013
278822,,Southeast Michigan,0.000011
278797,,River Rouge (Michigan),0.000009
278826,,"Inkster, Michigan",0.00001
1488584,,"Austin Organs, Inc.",0.00001
278843,,Charter township,0.000011
278857,,"Brighton, Michigan",0.000009
279239,,"Brighton Township, Michigan",0.000009
278958,,"Marshall, Michigan",0.000009
278959,,"Grass Lake, Michigan",0.000009
279012,,"Union City, Michigan",0.000009
556217,,Vermont Republic,0.000093
279081,,"Watervliet, Michigan",0.00001
1234353,,The Nature Conservancy,0.000073
1782947,,Morganatic marriage,0.000064
704817,,Benin,0.000136
404118,,Iran hostage crisis,0.000129
456774,,Spanish language in the United States,0.000092
731384,,.us,0.000098
821468,,African American culture,0.000119
1225296,,Pulitzer Prize for Drama,0.000114
1400848,,At-large,0.000169
1402495,,Rosa Parks,0.000134
1403639,,United Kingdom  United States relations,0.000096
279236,,Basic Trading Area,0.00001
284821,,"Beloit, Wisconsin",0.000015
298281,,"Kokomo, Indiana",0.000024
333123,,"Hammond, Louisiana",0.00002
335092,,"Warner Robins, Georgia",0.000025
1533355,,"Urbana, Illinois",0.000044
279258,,List of bannered U.S. Routes,0.000009
748004,,"Fulton, Illinois",0.000009
1330044,,"Versailles, Kentucky",0.000014
1411321,,"Brownsville, Pennsylvania",0.000013
1555868,,Mantis,0.000012
285856,,"Taylor, Pennsylvania",0.000011
287683,,"Luzerne, Pennsylvania",0.000011
303417,,Area code 607,0.000013
279608,,"Carter County, Missouri",0.000009
279666,,"Concordia, Missouri",0.000009
279693,,"Johnson County, Missouri",0.000009
1565090,,Shannon Miller,0.000017
279755,,"Boonville, Missouri",0.000011
1423143,,Kemper Military School,0.000012
279772,,"Montgomery City, Missouri",0.00001
279976,,"Connellys Springs, North Carolina",0.000009
280015,,"Canton, North Carolina",0.000014
280125,,"Gibsonville, North Carolina",0.000009
280191,,"Burnsville, Minnesota",0.000012
1401083,,John Kline (politician),0.000009
455951,,List of English words from indigenous languages of the Americas,0.00002
902950,,Thomas Rolfe,0.000022
903068,,List of writers from peoples indigenous to the Americas,0.00002
1218572,,John Gast (painter),0.00002
1684610,,Nahuatl,0.000088
1595899,,Lorrie Morgan,0.000011
280460,,"Noel, Missouri",0.000009
280557,,"Liverpool, Pennsylvania",0.000011
280571,,"Fayetteville, Pennsylvania",0.00001
280587,,"Hollidaysburg, Pennsylvania",0.000009
799857,,Fungiculture,0.000025
1113873,,Harrisburg International Airport,0.000028
1400505,,Pat Toomey,0.000027
280799,,"Keokuk, Iowa",0.000013
280842,,"Farnhamville, Iowa",0.00001
281010,,Iowa locations by per capita income,0.000009
281176,,"Winthrop, Iowa",0.00001
281274,,"Brighton, Iowa",0.00001
281724,,"Freeman, South Dakota",0.000009
281726,,"Avon, South Dakota",0.000009
281775,,"Edgemont, South Dakota",0.000009
1400042,,Gilded Age,0.000058
282322,,"Pender, Nebraska",0.000009
282373,,"North Bend, Nebraska",0.000009
282549,,"Wilkinson Township, Cass County, Minnesota",0.000009
282841,,"Dane County, Wisconsin",0.000012
284669,,"Columbia County, Wisconsin",0.00001
283199,,"Norwood, Missouri",0.000009
283312,,"St. Peters, Missouri",0.000009
283442,,"Mount Morris Township, Michigan",0.000009
283469,,"Fairfax, Oklahoma",0.000009
283877,,"Okmulgee, Oklahoma",0.000009
961767,,Best Buy,0.00006
1545452,,Center (American football),0.000041
283967,,"Fort Supply, Oklahoma",0.000009
284052,,"Carolina Beach, North Carolina",0.000009
284128,,"Millville, Utah",0.000009
290671,,Manuel Lisa,0.000028
455236,,Yukon River,0.000015
284329,,Area code 406,0.00001
1329023,,United States Triple Crown of Thoroughbred Racing,0.000024
1535351,,Montana State University  Bozeman,0.00001
284390,,"Byrdstown, Tennessee",0.000009
284664,,Wisconsin Highway 29,0.000012
284673,,"New Richmond, Wisconsin",0.00001
284704,,List of people from Wisconsin,0.000009
287219,,"Barron, Wisconsin",0.000009
377285,,Abner Dalrymple,0.000009
945003,,"East Troy, Wisconsin",0.000013
1058074,,Tom Laughlin,0.000013
1062501,,Mark Ruffalo,0.00002
1063229,,Robert Pattinson,0.000025
1065162,,Kurtwood Smith,0.000012
1152328,,Callista Gingrich,0.000009
1163389,,Homicide: Life on the Street,0.000036
1165275,,Ellen Corby,0.000019
1166066,,Better Off Ted,0.00001
1404266,,David L. Bazelon,0.00001
1406646,,Carl Schurz,0.000041
1543116,,USC Trojans,0.000067
1545219,,Tony Romo,0.000021
1564991,,Morgan Hamm,0.00001
1663057,,Maine Black Bears,0.000009
1697163,,Nick Pearson,0.000012
284945,,"Tennyson, Wisconsin",0.000009
285119,,"Freeburg, Pennsylvania",0.000009
285174,,Paw Paw River,0.000009
285230,,"Westdale, Texas",0.000009
286010,,"South St. Paul, Minnesota",0.000009
286401,,List of cities in Kentucky,0.000009
327728,,"Fulton County, Kentucky",0.00001
327760,,"Elliott County, Kentucky",0.00001
327812,,"Marion County, Kentucky",0.00001
327821,,"Hancock County, Kentucky",0.00001
327857,,"Clay County, Kentucky",0.00001
327995,,"Fleming County, Kentucky",0.00001
1061870,,Bruce Willis,0.000054
1163648,,Betty White,0.000034
1322098,,Kenny Perry,0.000011
1537712,,Murray State University,0.000011
286892,,M-50 (Michigan highway),0.000009
286899,,"Hardtner, Kansas",0.000009
286933,,"Accomac, Virginia",0.000009
287030,,"Grandview, Ohio",0.000009
456140,,Australian English,0.000348
929276,,Midi-Pyrnes,0.000084
987448,,Nord-Pas-de-Calais,0.000049
1022392,,Charlie Parker,0.000093
1022398,,Miles Davis,0.000161
1062430,,Kristin Scott Thomas,0.000034
1258223,,Dominique de Villepin,0.000021
287566,,"Courtland, Virginia",0.000009
287588,,"Occoquan, Virginia",0.000009
287803,,"Knox County, Missouri",0.000009
287812,,"Rutledge, Missouri",0.000009
287910,,"Parker Township, Butler County, Pennsylvania",0.000009
288223,,"Benjamin Church House (Shorewood, Wisconsin)",0.000009
288451,,"Red Fork, Oklahoma",0.000009
288612,,"Brown, Oklahoma",0.000009
289126,,"Florence, Madison County, Ohio",0.000009
289262,,George T. Flom,0.000009
289385,,Brave Companions: Portraits in History,0.000009
386894,,Pete Rose,0.000108
1180203,,The National (band),0.000024
1537770,,University of Cincinnati,0.000049
289639,,Alexander Emanuel Agassiz,0.000009
289810,,Copper Country Strike of 19131914,0.000009
289933,,Index of Michigan-related articles,0.000009
289937,,Orrin W. Robinson,0.000009
290147,,List of rivers of Minnesota,0.000009
290208,,Fish Hook River,0.00001
290656,,First National Bank Tower,0.000009
290753,,Mildred Brown,0.000009
386899,,Bob Gibson,0.000075
689410,,The Faint,0.000019
1113914,,ExpressJet Airlines,0.000025
1544488,,Gale Sayers,0.000051
290919,,South Side Flats,0.000009
291101,,"Park City, Illinois",0.000009
291492,,Fairport Central School District,0.000009
291581,,"Amagansett, New York",0.000009
1179403,,Suzanne Vega,0.000027
291730,,"Merrick, New York",0.000011
757136,,WWE,0.000085
291842,,Southern State Parkway,0.00001
1329110,,"Elmont, New York",0.000016
291877,,"Bellport, New York",0.000009
292097,,"Northport, New York",0.000012
1164433,,Six Feet Under (TV series),0.000039
1681828,,Gotham: A History of New York City to 1898,0.000009
292116,,"Cherry Grove, New York",0.000009
823786,,W. H. Auden,0.000094
292189,,Sag Harbor Branch,0.00001
292233,,Edith Bouvier Beale,0.000009
292241,,William J. Lindsay,0.000009
292398,,History of the Long Island Rail Road,0.000009
305110,,George Pataki,0.000069
292505,,"Roslyn Estates, New York",0.00001
292585,,"North Hempstead, New York",0.00001
321855,,WPIX,0.000053
1727228,,Netscape,0.000084
292867,,Jerome Frank (lawyer),0.000009
293044,,Jefferson National Expansion Memorial,0.000009
293514,,Dard Divorce,0.000009
425267,,U.S. Figure Skating,0.000013
947034,,Larry Bird,0.000078
1086082,,Slamdance Film Festival,0.000017
293985,,Olene S. Walker,0.000011
293865,,KBYU-TV,0.00001
1165564,,My Three Sons,0.000042
293908,,"Payson, Utah",0.00001
309734,,University of Washington Press,0.000037
821531,,Neal Cassady,0.000022
916549,,James May,0.000031
945200,,Maverik Center,0.000023
1179422,,The Offspring,0.000066
294167,,W. Jay Eldredge,0.000009
294258,,Sylvester Q. Cannon,0.000009
294303,,Spencer J. Palmer,0.000009
294510,,Walker Lewis,0.000012
294415,,Jeffrey R. Holland,0.000009
294424,,Howard W. Hunter,0.000011
