Source,Target,Type,Weight
132473,987583,Directed,1.0
132473,1168735,Directed,1.0
132473,1457593,Directed,1.0
132927,118980,Directed,1.0
132927,121348,Directed,1.0
132927,131481,Directed,1.0
132927,541013,Directed,1.0
132927,987583,Directed,1.0
132927,1771549,Directed,1.0
133546,233890,Directed,1.0
133546,279122,Directed,1.0
133546,303904,Directed,1.0
133546,304201,Directed,1.0
133546,1214910,Directed,1.0
133656,6112,Directed,1.0
133656,824590,Directed,1.0
133656,1091056,Directed,1.0
133656,1101949,Directed,1.0
133656,1186170,Directed,1.0
133705,227544,Directed,1.0
133705,303904,Directed,1.0
133705,386893,Directed,1.0
133705,633291,Directed,1.0
133705,946976,Directed,1.0
133705,1093693,Directed,1.0
133705,1180221,Directed,1.0
133705,1322205,Directed,1.0
134911,1153946,Directed,1.0
135351,203241,Directed,1.0
135351,230038,Directed,1.0
135351,1613676,Directed,1.0
135488,8311,Directed,1.0
135488,11586,Directed,1.0
135488,43344,Directed,1.0
135488,169207,Directed,1.0
135488,174556,Directed,1.0
135488,198674,Directed,1.0
135488,1081007,Directed,1.0
135488,1441393,Directed,1.0
135488,1613676,Directed,1.0
135488,1711932,Directed,1.0
135504,11586,Directed,1.0
135504,43344,Directed,1.0
135504,135488,Directed,1.0
135504,172521,Directed,1.0
135504,174556,Directed,1.0
135504,279122,Directed,1.0
135504,354608,Directed,1.0
135504,405704,Directed,1.0
135504,619317,Directed,1.0
135504,621948,Directed,1.0
135504,1167953,Directed,1.0
135504,1168752,Directed,1.0
135504,1169041,Directed,1.0
135504,1400687,Directed,1.0
135504,1643167,Directed,1.0
135504,1655802,Directed,1.0
135621,825703,Directed,1.0
135621,1205356,Directed,1.0
135621,1537586,Directed,1.0
135727,135488,Directed,1.0
135727,321960,Directed,1.0
135727,1060579,Directed,1.0
135727,1060710,Directed,1.0
135727,1163291,Directed,1.0
135727,1163476,Directed,1.0
135727,1179576,Directed,1.0
135727,1179931,Directed,1.0
135727,1704540,Directed,1.0
136347,279122,Directed,1.0
136347,280589,Directed,1.0
136347,823482,Directed,1.0
136347,825703,Directed,1.0
136347,1039346,Directed,1.0
136371,117480,Directed,1.0
136371,1537846,Directed,1.0
136668,49755,Directed,1.0
136668,195254,Directed,1.0
136668,279119,Directed,1.0
136668,279122,Directed,1.0
136668,346549,Directed,1.0
136668,621948,Directed,1.0
136668,727232,Directed,1.0
136668,1549575,Directed,1.0
136672,8308,Directed,1.0
136672,66276,Directed,1.0
136672,66725,Directed,1.0
136672,279122,Directed,1.0
136672,405704,Directed,1.0
136672,688932,Directed,1.0
136672,822695,Directed,1.0
136672,823482,Directed,1.0
136672,1062707,Directed,1.0
136672,1105998,Directed,1.0
136672,1184538,Directed,1.0
136672,1403588,Directed,1.0
136672,1403809,Directed,1.0
136672,1404475,Directed,1.0
136672,1655582,Directed,1.0
137284,84662,Directed,1.0
137284,121348,Directed,1.0
137284,539715,Directed,1.0
137284,978876,Directed,1.0
137284,1039342,Directed,1.0
137284,1144382,Directed,1.0
137284,1499037,Directed,1.0
137358,119304,Directed,1.0
137358,978876,Directed,1.0
137358,987583,Directed,1.0
137474,98332,Directed,1.0
137474,121348,Directed,1.0
137474,137284,Directed,1.0
137474,187620,Directed,1.0
137474,294055,Directed,1.0
137474,364585,Directed,1.0
137474,370894,Directed,1.0
137474,371238,Directed,1.0
137474,413732,Directed,1.0
137474,541013,Directed,1.0
137474,575780,Directed,1.0
137474,614233,Directed,1.0
137474,619972,Directed,1.0
137474,624053,Directed,1.0
137474,652939,Directed,1.0
137474,771960,Directed,1.0
137474,879737,Directed,1.0
137474,879879,Directed,1.0
137474,880439,Directed,1.0
137474,897495,Directed,1.0
137474,987583,Directed,1.0
137474,1062707,Directed,1.0
137474,1106090,Directed,1.0
137474,1108353,Directed,1.0
137474,1118496,Directed,1.0
137474,1167996,Directed,1.0
137474,1168810,Directed,1.0
137474,1205255,Directed,1.0
137474,1205355,Directed,1.0
137474,1404475,Directed,1.0
137474,1441393,Directed,1.0
137474,1576642,Directed,1.0
137474,1609252,Directed,1.0
137474,1625918,Directed,1.0
137474,1716289,Directed,1.0
137474,1752659,Directed,1.0
137474,1782870,Directed,1.0
137474,1783682,Directed,1.0
137852,279122,Directed,1.0
137852,492663,Directed,1.0
137852,621948,Directed,1.0
137852,1174967,Directed,1.0
137852,1362343,Directed,1.0
137852,1643167,Directed,1.0
138176,49755,Directed,1.0
138176,138509,Directed,1.0
138176,1108161,Directed,1.0
138176,1205348,Directed,1.0
138176,1205405,Directed,1.0
138509,19440,Directed,1.0
138509,43344,Directed,1.0
138509,60113,Directed,1.0
138509,60360,Directed,1.0
138509,82313,Directed,1.0
138509,88990,Directed,1.0
138509,98332,Directed,1.0
138509,121347,Directed,1.0
138509,121348,Directed,1.0
138509,138176,Directed,1.0
138509,180323,Directed,1.0
138509,219468,Directed,1.0
138509,227544,Directed,1.0
138509,279121,Directed,1.0
138509,346549,Directed,1.0
138509,367025,Directed,1.0
138509,367035,Directed,1.0
138509,409641,Directed,1.0
138509,446994,Directed,1.0
138509,471303,Directed,1.0
138509,575780,Directed,1.0
138509,785906,Directed,1.0
138509,802030,Directed,1.0
138509,802740,Directed,1.0
138509,896828,Directed,1.0
138509,897495,Directed,1.0
138509,946976,Directed,1.0
138509,987583,Directed,1.0
138509,1055792,Directed,1.0
138509,1061904,Directed,1.0
138509,1091056,Directed,1.0
138509,1134232,Directed,1.0
138509,1159788,Directed,1.0
138509,1167891,Directed,1.0
138509,1167996,Directed,1.0
138509,1169041,Directed,1.0
138509,1179748,Directed,1.0
138509,1205255,Directed,1.0
138509,1205348,Directed,1.0
138509,1209794,Directed,1.0
138509,1344768,Directed,1.0
138509,1496185,Directed,1.0
138509,1625918,Directed,1.0
140089,1178493,Directed,1.0
140089,1179307,Directed,1.0
140089,1181827,Directed,1.0
140089,1595949,Directed,1.0
140319,1177007,Directed,1.0
140319,1184551,Directed,1.0
140624,541013,Directed,1.0
140774,279122,Directed,1.0
140774,304201,Directed,1.0
140774,1024862,Directed,1.0
140774,1179671,Directed,1.0
140774,1179701,Directed,1.0
140774,1179890,Directed,1.0
140774,1181014,Directed,1.0
141063,1184551,Directed,1.0
141130,232926,Directed,1.0
141130,233890,Directed,1.0
141130,243528,Directed,1.0
141130,244646,Directed,1.0
141130,279122,Directed,1.0
141130,303904,Directed,1.0
141130,1172468,Directed,1.0
141130,1175077,Directed,1.0
141130,1178750,Directed,1.0
141130,1179153,Directed,1.0
141130,1179322,Directed,1.0
141130,1179701,Directed,1.0
141130,1179890,Directed,1.0
141457,279122,Directed,1.0
141457,560070,Directed,1.0
141457,1179036,Directed,1.0
141457,1239933,Directed,1.0
142085,601985,Directed,1.0
142085,1022398,Directed,1.0
142085,1063127,Directed,1.0
142085,1179264,Directed,1.0
142085,1179307,Directed,1.0
142085,1184060,Directed,1.0
142085,1184347,Directed,1.0
142085,1184551,Directed,1.0
142934,142937,Directed,1.0
142934,236117,Directed,1.0
142934,688932,Directed,1.0
142934,1064311,Directed,1.0
142934,1175075,Directed,1.0
142934,1179576,Directed,1.0
142934,1179605,Directed,1.0
142934,1179890,Directed,1.0
142934,1181014,Directed,1.0
142934,1184060,Directed,1.0
142934,1184537,Directed,1.0
142934,1499696,Directed,1.0
142937,117739,Directed,1.0
142937,142934,Directed,1.0
142937,309776,Directed,1.0
142937,1064311,Directed,1.0
142937,1179322,Directed,1.0
142937,1181014,Directed,1.0
142937,1184551,Directed,1.0
142946,142934,Directed,1.0
142946,1184347,Directed,1.0
143076,279122,Directed,1.0
143076,1176613,Directed,1.0
143076,1184060,Directed,1.0
143076,1184551,Directed,1.0
143581,471303,Directed,1.0
143878,203241,Directed,1.0
143878,230038,Directed,1.0
143878,1022390,Directed,1.0
144101,98332,Directed,1.0
144101,279122,Directed,1.0
144101,303904,Directed,1.0
144562,541013,Directed,1.0
144562,543242,Directed,1.0
144562,1055792,Directed,1.0
144562,1163055,Directed,1.0
145174,1176907,Directed,1.0
145174,1179701,Directed,1.0
145174,1179890,Directed,1.0
145174,1181014,Directed,1.0
145281,543242,Directed,1.0
145281,1026895,Directed,1.0
145281,1039346,Directed,1.0
145281,1062158,Directed,1.0
145281,1179312,Directed,1.0
145281,1179628,Directed,1.0
145281,1179890,Directed,1.0
145281,1184409,Directed,1.0
145281,1184551,Directed,1.0
145281,1236973,Directed,1.0
145281,1499783,Directed,1.0
145836,562329,Directed,1.0
145836,1184551,Directed,1.0
145928,244646,Directed,1.0
145928,271829,Directed,1.0
145928,279122,Directed,1.0
145928,944159,Directed,1.0
145928,1064311,Directed,1.0
145928,1179036,Directed,1.0
145928,1179690,Directed,1.0
145928,1179838,Directed,1.0
145928,1179890,Directed,1.0
145928,1595949,Directed,1.0
146011,279122,Directed,1.0
146011,303904,Directed,1.0
146194,1024551,Directed,1.0
146194,1174226,Directed,1.0
146194,1179871,Directed,1.0
146194,1184347,Directed,1.0
146467,1174967,Directed,1.0
146467,1178632,Directed,1.0
146467,1592491,Directed,1.0
146534,279122,Directed,1.0
146534,541013,Directed,1.0
146534,1064311,Directed,1.0
146534,1176699,Directed,1.0
146534,1179153,Directed,1.0
146534,1179322,Directed,1.0
146534,1179628,Directed,1.0
146534,1179690,Directed,1.0
146534,1179873,Directed,1.0
146534,1184060,Directed,1.0
146534,1184551,Directed,1.0
146610,539715,Directed,1.0
146610,539770,Directed,1.0
146610,1174967,Directed,1.0
146610,1175416,Directed,1.0
146610,1177054,Directed,1.0
146610,1179264,Directed,1.0
146610,1179890,Directed,1.0
146610,1180186,Directed,1.0
146610,1184538,Directed,1.0
146716,321960,Directed,1.0
146716,1163237,Directed,1.0
148152,43344,Directed,1.0
148152,43389,Directed,1.0
148152,43488,Directed,1.0
148152,46403,Directed,1.0
148152,59972,Directed,1.0
148152,60136,Directed,1.0
148152,98332,Directed,1.0
148152,117810,Directed,1.0
148152,119304,Directed,1.0
148152,120738,Directed,1.0
148152,121347,Directed,1.0
148152,121348,Directed,1.0
148152,128876,Directed,1.0
148152,129075,Directed,1.0
148152,137474,Directed,1.0
148152,138509,Directed,1.0
148152,161837,Directed,1.0
148152,172231,Directed,1.0
148152,172260,Directed,1.0
148152,173000,Directed,1.0
148152,174556,Directed,1.0
148152,174674,Directed,1.0
148152,175561,Directed,1.0
148152,243528,Directed,1.0
148152,279122,Directed,1.0
148152,364585,Directed,1.0
148152,367025,Directed,1.0
148152,446993,Directed,1.0
148152,446994,Directed,1.0
148152,487753,Directed,1.0
148152,487798,Directed,1.0
148152,488580,Directed,1.0
148152,519419,Directed,1.0
148152,541013,Directed,1.0
148152,621948,Directed,1.0
148152,710149,Directed,1.0
148152,802740,Directed,1.0
148152,896828,Directed,1.0
148152,976424,Directed,1.0
148152,978876,Directed,1.0
148152,987583,Directed,1.0
148152,1115861,Directed,1.0
148152,1134232,Directed,1.0
148152,1144131,Directed,1.0
148152,1148906,Directed,1.0
148152,1167556,Directed,1.0
148152,1167669,Directed,1.0
148152,1167891,Directed,1.0
148152,1168717,Directed,1.0
148152,1204794,Directed,1.0
148152,1205354,Directed,1.0
148152,1208256,Directed,1.0
148152,1358586,Directed,1.0
148152,1455774,Directed,1.0
148152,1684420,Directed,1.0
148152,1716289,Directed,1.0
148152,1766106,Directed,1.0
148256,6463,Directed,1.0
148256,444685,Directed,1.0
148256,446994,Directed,1.0
148256,487801,Directed,1.0
148256,598238,Directed,1.0
148256,832420,Directed,1.0
148256,1061902,Directed,1.0
148256,1109032,Directed,1.0
148256,1168752,Directed,1.0
148256,1208256,Directed,1.0
148256,1354957,Directed,1.0
148256,1400534,Directed,1.0
148256,1496348,Directed,1.0
148256,1727826,Directed,1.0
148971,138509,Directed,1.0
148971,279122,Directed,1.0
148971,541013,Directed,1.0
148971,987583,Directed,1.0
148971,1144101,Directed,1.0
148971,1144386,Directed,1.0
148971,1144495,Directed,1.0
148971,1167996,Directed,1.0
148971,1441393,Directed,1.0
148971,1643167,Directed,1.0
148971,1684420,Directed,1.0
149111,58885,Directed,1.0
149111,60136,Directed,1.0
149111,539715,Directed,1.0
149111,541013,Directed,1.0
149111,1039346,Directed,1.0
149111,1062158,Directed,1.0
149203,49755,Directed,1.0
149203,53033,Directed,1.0
149203,53035,Directed,1.0
149203,279122,Directed,1.0
149203,471303,Directed,1.0
149203,1168723,Directed,1.0
149203,1387565,Directed,1.0
149203,1400547,Directed,1.0
149203,1549728,Directed,1.0
149339,244859,Directed,1.0
149339,688932,Directed,1.0
149339,727232,Directed,1.0
149339,1062707,Directed,1.0
149339,1400481,Directed,1.0
149339,1400484,Directed,1.0
149339,1409704,Directed,1.0
149339,1502368,Directed,1.0
149339,1534200,Directed,1.0
149339,1537128,Directed,1.0
149530,243528,Directed,1.0
149530,279122,Directed,1.0
149530,808057,Directed,1.0
149530,1208256,Directed,1.0
149873,171130,Directed,1.0
149873,896828,Directed,1.0
149873,1159243,Directed,1.0
150416,321945,Directed,1.0
150421,230038,Directed,1.0
150421,1179890,Directed,1.0
150612,1184448,Directed,1.0
150612,1383396,Directed,1.0
150690,1595949,Directed,1.0
150690,1684420,Directed,1.0
150855,279122,Directed,1.0
150855,1022390,Directed,1.0
150855,1055792,Directed,1.0
150855,1180221,Directed,1.0
150855,1184551,Directed,1.0
150855,1529299,Directed,1.0
151177,1179461,Directed,1.0
151177,1179890,Directed,1.0
151177,1184347,Directed,1.0
152285,681781,Directed,1.0
152753,896828,Directed,1.0
152753,979519,Directed,1.0
154070,1181026,Directed,1.0
154485,1028977,Directed,1.0
154485,1055792,Directed,1.0
154485,1058228,Directed,1.0
154485,1184005,Directed,1.0
154485,1184551,Directed,1.0
154485,1185208,Directed,1.0
154663,121348,Directed,1.0
154663,541013,Directed,1.0
154663,1163839,Directed,1.0
154663,1179036,Directed,1.0
154663,1179153,Directed,1.0
154663,1393952,Directed,1.0
154679,109384,Directed,1.0
154679,1026895,Directed,1.0
154679,1174183,Directed,1.0
154679,1176767,Directed,1.0
154679,1179605,Directed,1.0
154679,1179890,Directed,1.0
154679,1181772,Directed,1.0
154679,1594307,Directed,1.0
154728,154679,Directed,1.0
154728,1055792,Directed,1.0
154728,1179931,Directed,1.0
155378,121347,Directed,1.0
155378,896828,Directed,1.0
155687,446993,Directed,1.0
155744,1022390,Directed,1.0
156027,58885,Directed,1.0
156027,168957,Directed,1.0
156027,537481,Directed,1.0
156027,541013,Directed,1.0
156027,822118,Directed,1.0
156027,987583,Directed,1.0
156027,1097042,Directed,1.0
156500,541013,Directed,1.0
156500,609992,Directed,1.0
156500,610154,Directed,1.0
157364,841895,Directed,1.0
158071,82313,Directed,1.0
158071,83529,Directed,1.0
158071,1205348,Directed,1.0
158130,60136,Directed,1.0
158130,825733,Directed,1.0
159502,1106090,Directed,1.0
159711,1108125,Directed,1.0
159743,98332,Directed,1.0
159743,1106090,Directed,1.0
159743,1108125,Directed,1.0
160100,129075,Directed,1.0
160100,367025,Directed,1.0
160100,367035,Directed,1.0
160100,785921,Directed,1.0
160195,1108125,Directed,1.0
160764,138509,Directed,1.0
160764,161340,Directed,1.0
160764,1313468,Directed,1.0
160764,1313480,Directed,1.0
161164,1784565,Directed,1.0
161340,46403,Directed,1.0
161340,59972,Directed,1.0
161340,60349,Directed,1.0
161340,82313,Directed,1.0
161340,121347,Directed,1.0
161340,121348,Directed,1.0
161340,164045,Directed,1.0
161340,198674,Directed,1.0
161340,219468,Directed,1.0
161340,227544,Directed,1.0
161340,239726,Directed,1.0
161340,442007,Directed,1.0
161340,456246,Directed,1.0
161340,459455,Directed,1.0
161340,460588,Directed,1.0
161340,487753,Directed,1.0
161340,487798,Directed,1.0
161340,488577,Directed,1.0
161340,543242,Directed,1.0
161340,575780,Directed,1.0
161340,598911,Directed,1.0
161340,619317,Directed,1.0
161340,619972,Directed,1.0
161340,621948,Directed,1.0
161340,727232,Directed,1.0
161340,802030,Directed,1.0
161340,802032,Directed,1.0
161340,976252,Directed,1.0
161340,1134232,Directed,1.0
161340,1160207,Directed,1.0
161340,1160905,Directed,1.0
161340,1167404,Directed,1.0
161340,1313468,Directed,1.0
161340,1313470,Directed,1.0
161340,1313471,Directed,1.0
161340,1313480,Directed,1.0
161340,1362343,Directed,1.0
161340,1455774,Directed,1.0
161340,1539426,Directed,1.0
161340,1570204,Directed,1.0
161340,1723866,Directed,1.0
161340,1727826,Directed,1.0
161344,49755,Directed,1.0
161344,161340,Directed,1.0
161344,367025,Directed,1.0
161344,619972,Directed,1.0
161344,1205364,Directed,1.0
161344,1313480,Directed,1.0
161344,1354322,Directed,1.0
161639,121347,Directed,1.0
161639,187620,Directed,1.0
161639,1167404,Directed,1.0
161639,1169041,Directed,1.0
161639,1205348,Directed,1.0
161691,119797,Directed,1.0
161691,405704,Directed,1.0
161691,539715,Directed,1.0
161691,540950,Directed,1.0
161691,894387,Directed,1.0
161691,1062707,Directed,1.0
161691,1134232,Directed,1.0
161691,1496185,Directed,1.0
161705,11586,Directed,1.0
161705,60219,Directed,1.0
161705,60349,Directed,1.0
161705,138509,Directed,1.0
161705,164045,Directed,1.0
161705,171364,Directed,1.0
161705,180323,Directed,1.0
161705,271194,Directed,1.0
161705,346549,Directed,1.0
161705,362517,Directed,1.0
161705,367025,Directed,1.0
161705,409641,Directed,1.0
161705,413732,Directed,1.0
161705,619972,Directed,1.0
161705,624053,Directed,1.0
161705,802740,Directed,1.0
161705,987583,Directed,1.0
161705,1142416,Directed,1.0
161705,1159519,Directed,1.0
161705,1167404,Directed,1.0
161705,1168790,Directed,1.0
161705,1233803,Directed,1.0
161705,1313468,Directed,1.0
161705,1655582,Directed,1.0
161705,1655802,Directed,1.0
161705,1655806,Directed,1.0
161780,19440,Directed,1.0
161780,59972,Directed,1.0
161780,121347,Directed,1.0
161780,121348,Directed,1.0
161780,138509,Directed,1.0
161780,161691,Directed,1.0
161780,163156,Directed,1.0
161780,620117,Directed,1.0
161780,894387,Directed,1.0
161780,896828,Directed,1.0
161780,1134232,Directed,1.0
161780,1167404,Directed,1.0
161780,1169041,Directed,1.0
161780,1313468,Directed,1.0
161780,1313470,Directed,1.0
161780,1625918,Directed,1.0
161837,60349,Directed,1.0
161837,159743,Directed,1.0
161837,896828,Directed,1.0
161837,987583,Directed,1.0
161837,1106090,Directed,1.0
161837,1108125,Directed,1.0
161837,1344768,Directed,1.0
161837,1344869,Directed,1.0
161837,1785438,Directed,1.0
161934,161837,Directed,1.0
161934,185945,Directed,1.0
161934,1313468,Directed,1.0
161934,1765762,Directed,1.0
161934,1766106,Directed,1.0
161956,185945,Directed,1.0
161956,1313468,Directed,1.0
161956,1765762,Directed,1.0
161956,1766106,Directed,1.0
162831,1783677,Directed,1.0
163156,619972,Directed,1.0
163156,896828,Directed,1.0
163156,1167866,Directed,1.0
163249,1313468,Directed,1.0
163298,163156,Directed,1.0
163346,180323,Directed,1.0
163346,540950,Directed,1.0
163346,1159788,Directed,1.0
163346,1205255,Directed,1.0
163346,1457593,Directed,1.0
163514,121347,Directed,1.0
163514,541013,Directed,1.0
163514,1783479,Directed,1.0
163910,164045,Directed,1.0
163937,164045,Directed,1.0
163937,173000,Directed,1.0
163937,174556,Directed,1.0
163937,214219,Directed,1.0
163937,367025,Directed,1.0
163937,535544,Directed,1.0
163937,619969,Directed,1.0
163937,619972,Directed,1.0
163937,1766106,Directed,1.0
163937,1766688,Directed,1.0
164027,49755,Directed,1.0
164027,164045,Directed,1.0
164027,174556,Directed,1.0
164027,456246,Directed,1.0
164027,535544,Directed,1.0
164027,1205348,Directed,1.0
164045,7862,Directed,1.0
164045,49755,Directed,1.0
164045,60136,Directed,1.0
164045,60349,Directed,1.0
164045,64873,Directed,1.0
164045,112785,Directed,1.0
164045,121347,Directed,1.0
164045,163937,Directed,1.0
164045,164027,Directed,1.0
164045,168957,Directed,1.0
164045,169672,Directed,1.0
164045,172006,Directed,1.0
164045,172898,Directed,1.0
164045,174556,Directed,1.0
164045,196096,Directed,1.0
164045,214219,Directed,1.0
164045,279122,Directed,1.0
164045,362517,Directed,1.0
164045,367025,Directed,1.0
164045,367035,Directed,1.0
164045,394841,Directed,1.0
164045,409641,Directed,1.0
164045,456246,Directed,1.0
164045,459249,Directed,1.0
164045,471303,Directed,1.0
164045,535544,Directed,1.0
164045,541013,Directed,1.0
164045,619317,Directed,1.0
164045,619969,Directed,1.0
164045,619972,Directed,1.0
164045,713837,Directed,1.0
164045,885852,Directed,1.0
164045,896828,Directed,1.0
164045,946976,Directed,1.0
164045,979515,Directed,1.0
164045,987583,Directed,1.0
164045,1055792,Directed,1.0
164045,1105998,Directed,1.0
164045,1134232,Directed,1.0
164045,1167891,Directed,1.0
164045,1167996,Directed,1.0
164045,1169041,Directed,1.0
164045,1175077,Directed,1.0
164045,1205354,Directed,1.0
164045,1233963,Directed,1.0
164045,1313468,Directed,1.0
164045,1400548,Directed,1.0
164045,1457593,Directed,1.0
164045,1576642,Directed,1.0
164045,1655582,Directed,1.0
164045,1655802,Directed,1.0
164045,1766106,Directed,1.0
164045,1783476,Directed,1.0
164262,138509,Directed,1.0
164262,164045,Directed,1.0
164262,187620,Directed,1.0
164262,198674,Directed,1.0
164262,279122,Directed,1.0
164262,362517,Directed,1.0
164262,446994,Directed,1.0
164262,459249,Directed,1.0
164262,610154,Directed,1.0
164262,619317,Directed,1.0
164262,880439,Directed,1.0
164262,896828,Directed,1.0
164262,987583,Directed,1.0
164262,1174967,Directed,1.0
164262,1496822,Directed,1.0
165259,66991,Directed,1.0
165259,68049,Directed,1.0
165259,504001,Directed,1.0
165259,867493,Directed,1.0
165627,1655802,Directed,1.0
165875,487753,Directed,1.0
166043,1106737,Directed,1.0
166043,1108125,Directed,1.0
166043,1144131,Directed,1.0
166043,1205354,Directed,1.0
166043,1777748,Directed,1.0
167166,8698,Directed,1.0
167166,1729916,Directed,1.0
167214,167166,Directed,1.0
167276,6112,Directed,1.0
167276,1529299,Directed,1.0
167793,828278,Directed,1.0
168299,823482,Directed,1.0
168315,168351,Directed,1.0
168315,1039672,Directed,1.0
168315,1168366,Directed,1.0
168351,64900,Directed,1.0
168351,168299,Directed,1.0
168351,169406,Directed,1.0
168351,172006,Directed,1.0
168351,172521,Directed,1.0
168351,457097,Directed,1.0
168351,669873,Directed,1.0
168351,823649,Directed,1.0
168351,827122,Directed,1.0
168351,974267,Directed,1.0
168351,1033735,Directed,1.0
168351,1039669,Directed,1.0
168351,1039672,Directed,1.0
168351,1039682,Directed,1.0
168351,1055792,Directed,1.0
168351,1105998,Directed,1.0
168351,1144101,Directed,1.0
168351,1144382,Directed,1.0
168351,1778654,Directed,1.0
168367,168351,Directed,1.0
168852,46403,Directed,1.0
168852,98332,Directed,1.0
168852,172231,Directed,1.0
168852,174489,Directed,1.0
168852,174556,Directed,1.0
168852,175556,Directed,1.0
168852,1464978,Directed,1.0
168852,1766106,Directed,1.0
168856,53033,Directed,1.0
168856,168957,Directed,1.0
168856,170336,Directed,1.0
168856,172006,Directed,1.0
168856,172231,Directed,1.0
168856,172260,Directed,1.0
168856,172521,Directed,1.0
168856,174070,Directed,1.0
168856,174556,Directed,1.0
168856,446994,Directed,1.0
168856,1167669,Directed,1.0
168856,1250252,Directed,1.0
168867,49755,Directed,1.0
168867,168957,Directed,1.0
168867,170220,Directed,1.0
168867,171671,Directed,1.0
168867,174489,Directed,1.0
168867,174556,Directed,1.0
168867,442007,Directed,1.0
168867,1118496,Directed,1.0
168867,1167669,Directed,1.0
168867,1168735,Directed,1.0
168957,60349,Directed,1.0
168957,68040,Directed,1.0
168957,98332,Directed,1.0
168957,121348,Directed,1.0
168957,137474,Directed,1.0
168957,168867,Directed,1.0
168957,169398,Directed,1.0
168957,169669,Directed,1.0
168957,169822,Directed,1.0
168957,170220,Directed,1.0
168957,171364,Directed,1.0
168957,171671,Directed,1.0
168957,174556,Directed,1.0
168957,187620,Directed,1.0
168957,219408,Directed,1.0
168957,233890,Directed,1.0
168957,244859,Directed,1.0
168957,255117,Directed,1.0
168957,279121,Directed,1.0
168957,279122,Directed,1.0
168957,366487,Directed,1.0
168957,367025,Directed,1.0
168957,367026,Directed,1.0
168957,367035,Directed,1.0
168957,370894,Directed,1.0
168957,394841,Directed,1.0
168957,403072,Directed,1.0
168957,446994,Directed,1.0
168957,488567,Directed,1.0
168957,535544,Directed,1.0
168957,541013,Directed,1.0
168957,598911,Directed,1.0
168957,668816,Directed,1.0
168957,682479,Directed,1.0
168957,802030,Directed,1.0
168957,896828,Directed,1.0
168957,978876,Directed,1.0
168957,1055792,Directed,1.0
168957,1104695,Directed,1.0
168957,1167495,Directed,1.0
168957,1167891,Directed,1.0
168957,1169041,Directed,1.0
168957,1175077,Directed,1.0
168957,1313468,Directed,1.0
168957,1537250,Directed,1.0
168957,1537808,Directed,1.0
168957,1609236,Directed,1.0
168957,1637017,Directed,1.0
168957,1715239,Directed,1.0
168957,1752659,Directed,1.0
168957,1766106,Directed,1.0
169141,171671,Directed,1.0
169141,174489,Directed,1.0
169207,32406,Directed,1.0
169207,169387,Directed,1.0
169207,169398,Directed,1.0
169207,169669,Directed,1.0
169207,170227,Directed,1.0
169207,171671,Directed,1.0
169207,174556,Directed,1.0
169207,367035,Directed,1.0
169207,842164,Directed,1.0
169207,1108125,Directed,1.0
169207,1499783,Directed,1.0
169214,543242,Directed,1.0
169214,1529299,Directed,1.0
169214,1539426,Directed,1.0
169214,1728090,Directed,1.0
169387,169398,Directed,1.0
169387,169399,Directed,1.0
169387,169406,Directed,1.0
169387,169822,Directed,1.0
169387,171671,Directed,1.0
169387,172926,Directed,1.0
169387,174489,Directed,1.0
169387,367035,Directed,1.0
169387,541013,Directed,1.0
169387,896828,Directed,1.0
169387,1108125,Directed,1.0
169387,1205255,Directed,1.0
169387,1537770,Directed,1.0
169387,1766106,Directed,1.0
169398,121347,Directed,1.0
169398,168351,Directed,1.0
169398,169387,Directed,1.0
169398,169669,Directed,1.0
169398,169822,Directed,1.0
169398,170336,Directed,1.0
169398,171364,Directed,1.0
169398,279122,Directed,1.0
169398,1766106,Directed,1.0
169399,8311,Directed,1.0
169399,98332,Directed,1.0
169399,168351,Directed,1.0
169399,168957,Directed,1.0
169399,169387,Directed,1.0
169399,169398,Directed,1.0
169399,169406,Directed,1.0
169399,169669,Directed,1.0
169399,169672,Directed,1.0
169399,169857,Directed,1.0
169399,172260,Directed,1.0
169399,172521,Directed,1.0
169399,172926,Directed,1.0
169399,174070,Directed,1.0
169399,535544,Directed,1.0
169399,1108125,Directed,1.0
169399,1457593,Directed,1.0
169406,60349,Directed,1.0
169406,64873,Directed,1.0
169406,98332,Directed,1.0
169406,168351,Directed,1.0
169406,168957,Directed,1.0
169406,169398,Directed,1.0
169406,169399,Directed,1.0
169406,169669,Directed,1.0
169406,173000,Directed,1.0
169406,174070,Directed,1.0
169406,174685,Directed,1.0
169406,1108125,Directed,1.0
169406,1205348,Directed,1.0
169406,1205356,Directed,1.0
169565,169669,Directed,1.0
169565,169672,Directed,1.0
169565,170227,Directed,1.0
169669,55116,Directed,1.0
169669,168957,Directed,1.0
169669,169207,Directed,1.0
169669,169214,Directed,1.0
169669,169387,Directed,1.0
169669,169398,Directed,1.0
169669,169399,Directed,1.0
169669,169406,Directed,1.0
169669,169672,Directed,1.0
169669,169822,Directed,1.0
169669,169857,Directed,1.0
169669,170173,Directed,1.0
169669,170227,Directed,1.0
169669,171364,Directed,1.0
169669,171671,Directed,1.0
169669,172006,Directed,1.0
169669,172120,Directed,1.0
169669,172260,Directed,1.0
169669,172898,Directed,1.0
169669,174489,Directed,1.0
169669,174529,Directed,1.0
169669,174685,Directed,1.0
169669,504575,Directed,1.0
169669,828806,Directed,1.0
169669,926225,Directed,1.0
169669,926275,Directed,1.0
